latitude,longitude,acq_date,satellite,confidence,frp,daynight,sensor,provinsi,frp_band,acq_datetime
-1.25316,113.82163,2026-08-26,N,nominal,7.65,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.81138,110.14539,2026-08-26,N,nominal,4.72,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7786,110.20401,2026-08-26,N,low,3.74,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.28119,113.58842,2026-08-26,N,nominal,4.14,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.82705,110.02062,2026-08-26,N,nominal,7.23,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82757,110.01717,2026-08-26,N,nominal,3.8,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.4177,112.62629,2026-08-26,N,nominal,2.51,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.78631,110.1981,2026-08-26,N,nominal,7.6,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7937,110.14978,2026-08-26,N,nominal,17.44,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.7487,116.89825,2026-08-26,N,nominal,16.48,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-1.28186,113.58403,2026-08-26,N,nominal,3.91,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.18228,113.90431,2026-08-26,N,nominal,4.52,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.69881,110.26195,2026-08-26,N,nominal,24.01,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.22909,113.58039,2026-08-26,N,nominal,4.84,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.17077,113.70766,2026-08-26,N,nominal,41.46,D,viirs,Central Kalimantan,Sedang,2026-08-26 06:18:00
-1.71135,110.24329,2026-08-26,N,nominal,2.62,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.17541,113.72337,2026-08-26,N,nominal,8.81,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.70213,110.26245,2026-08-26,N,nominal,18.94,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.71691,110.16578,2026-08-26,N,nominal,9.66,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.72271,110.12782,2026-08-26,N,nominal,7.5,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.17165,113.72281,2026-08-26,N,nominal,1.22,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.17369,113.70939,2026-08-26,N,nominal,27.39,D,viirs,Central Kalimantan,Sedang,2026-08-26 06:18:00
-1.30919,112.81847,2026-08-26,N,nominal,6.4,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.6967,110.27576,2026-08-26,N,nominal,79.86,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.71094,110.18253,2026-08-26,N,nominal,2.75,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.71147,110.17908,2026-08-26,N,nominal,2.75,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.16994,113.70882,2026-08-26,N,nominal,27.39,D,viirs,Central Kalimantan,Sedang,2026-08-26 06:18:00
-1.31115,113.51667,2026-08-26,N,nominal,38.73,D,viirs,Central Kalimantan,Sedang,2026-08-26 06:18:00
-1.71253,110.17218,2026-08-26,N,nominal,8.63,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.74319,110.05741,2026-08-26,N,nominal,10.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.76272,110.15216,2026-08-26,N,low,7.32,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.17241,113.7216,2026-08-26,N,nominal,1.81,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.17616,113.72217,2026-08-26,N,nominal,6.16,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.74672,110.2345,2026-08-26,N,nominal,6.45,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7434,110.234,2026-08-26,N,nominal,16.48,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.74392,110.23055,2026-08-26,N,nominal,2.82,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7406,110.23005,2026-08-26,N,nominal,2.82,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.76435,110.07474,2026-08-26,N,nominal,3.69,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.75997,110.08113,2026-08-26,N,nominal,3.35,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7605,110.07768,2026-08-26,N,nominal,3.64,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.76578,110.04317,2026-08-26,N,nominal,6.23,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.7663,110.03971,2026-08-26,N,nominal,6.23,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.74293,110.17036,2026-08-26,N,nominal,9.67,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.75665,110.08064,2026-08-26,N,nominal,3.35,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.74171,110.15605,2026-08-26,N,nominal,26.22,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.74224,110.1526,2026-08-26,N,nominal,19.92,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.20194,113.60755,2026-08-26,N,nominal,9.18,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.73892,110.1521,2026-08-26,N,nominal,19.92,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.71695,110.25121,2026-08-26,N,nominal,6.32,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.29378,113.63082,2026-08-26,N,nominal,7.25,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.88624,110.16117,2026-08-26,N,nominal,8.74,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82431,110.17206,2026-08-26,N,nominal,17.03,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.86608,110.20404,2026-08-26,N,nominal,5.69,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.86661,110.20058,2026-08-26,N,nominal,3.81,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.86714,110.19714,2026-08-26,N,nominal,3.81,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.76132,117.25388,2026-08-26,N,nominal,5.97,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-1.2791,113.97416,2026-08-26,N,nominal,12.4,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.86276,110.20354,2026-08-26,N,nominal,6.55,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.86328,110.20009,2026-08-26,N,nominal,37.72,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.86751,110.17247,2026-08-26,N,nominal,5.86,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.86381,110.19663,2026-08-26,N,low,37.72,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.8589,110.20649,2026-08-26,N,nominal,6.55,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85996,110.19958,2026-08-26,N,nominal,37.72,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.86049,110.19614,2026-08-26,N,nominal,37.72,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.86101,110.19268,2026-08-26,N,nominal,4.4,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85769,110.19218,2026-08-26,N,nominal,5.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85822,110.18872,2026-08-26,N,nominal,5.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85658,110.26618,2026-08-26,N,nominal,2.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.74374,117.27213,2026-08-26,N,nominal,5.05,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-1.82111,110.49782,2026-08-26,N,nominal,2.69,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.50644,112.53932,2026-08-26,N,nominal,19.57,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
0.54275,110.115,2026-08-26,N,nominal,3.88,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.16618,113.70827,2026-08-26,N,high,53.77,D,viirs,Central Kalimantan,Sedang,2026-08-26 06:18:00
-1.8901,110.15823,2026-08-26,N,nominal,8.74,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.89062,110.15477,2026-08-26,N,nominal,6.01,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.8959,110.12025,2026-08-26,N,nominal,5.07,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.89643,110.1168,2026-08-26,N,nominal,5.07,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.89748,110.10989,2026-08-26,N,nominal,7.04,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.89363,110.11285,2026-08-26,N,nominal,7.04,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.89416,110.1094,2026-08-26,N,nominal,7.04,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.56224,112.24814,2026-08-26,N,nominal,7.07,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.88186,110.16758,2026-08-26,N,nominal,5.07,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.88397,110.15376,2026-08-26,N,low,7.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.51349,112.54037,2026-08-26,N,nominal,7.73,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.88012,110.15672,2026-08-26,N,low,5.88,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.8768,110.15622,2026-08-26,N,low,5.06,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82058,110.50128,2026-08-26,N,nominal,4.32,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82484,110.1686,2026-08-26,N,nominal,17.03,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.39283,113.17474,2026-08-26,N,nominal,9.14,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.24925,114.06468,2026-08-26,N,nominal,6.6,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.83705,110.1714,2026-08-26,N,nominal,14.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85447,110.0575,2026-08-26,N,nominal,8.49,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.29474,113.63014,2026-08-26,N,nominal,8.47,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.31279,113.51621,2026-08-26,N,nominal,15.55,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.8332,110.17435,2026-08-26,N,nominal,11.56,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.83373,110.17091,2026-08-26,N,nominal,11.56,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.83426,110.16745,2026-08-26,N,nominal,4.65,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.30908,113.51565,2026-08-26,N,nominal,15.55,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.83093,110.16695,2026-08-26,N,nominal,4.65,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82394,110.19673,2026-08-26,N,low,3.6,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82447,110.19328,2026-08-26,N,nominal,9.25,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82869,110.16566,2026-08-26,N,nominal,16.2,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82273,110.18241,2026-08-26,N,nominal,11.13,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82325,110.17896,2026-08-26,N,nominal,6.01,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.82378,110.17551,2026-08-26,N,nominal,6.01,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.83653,110.17485,2026-08-26,N,nominal,14.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.85489,110.18822,2026-08-26,N,nominal,5.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.836,110.17831,2026-08-26,N,nominal,6.84,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.84038,110.17191,2026-08-26,N,nominal,14.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.8484,110.20844,2026-08-26,N,nominal,10.4,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.74158,117.22466,2026-08-26,N,nominal,11.31,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-1.241,114.09208,2026-08-26,N,nominal,5.82,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.84507,110.20794,2026-08-26,N,nominal,10.4,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.84771,110.19067,2026-08-26,N,nominal,13.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.84703,110.17291,2026-08-26,N,nominal,23.68,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.84756,110.16946,2026-08-26,N,nominal,9.13,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.8465,110.17636,2026-08-26,N,low,23.68,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.43676,112.80013,2026-08-26,N,nominal,18.11,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.84318,110.17586,2026-08-26,N,nominal,23.68,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.8437,110.17241,2026-08-26,N,nominal,23.68,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.84423,110.16896,2026-08-26,N,nominal,9.13,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.43319,112.79961,2026-08-26,N,nominal,4.53,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.83879,110.18226,2026-08-26,N,nominal,6.84,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.83985,110.17535,2026-08-26,N,nominal,14.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-1.4315,112.78708,2026-08-26,N,nominal,3.74,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-1.71432,110.11595,2026-08-26,N,nominal,2.29,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.8433,111.96085,2026-08-26,N,nominal,23.09,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-1.27879,112.92159,2026-08-26,N,nominal,5.05,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-0.31265,110.61687,2026-08-26,N,nominal,3.56,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.28769,110.7353,2026-08-26,N,nominal,8.25,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.08267,112.05183,2026-08-26,N,nominal,2.36,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.30582,110.59435,2026-08-26,N,nominal,3.41,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.27146,110.72922,2026-08-26,N,nominal,39.59,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
0.88681,118.18587,2026-08-26,N,nominal,2.54,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-0.20462,111.07485,2026-08-26,N,nominal,11.42,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.30863,110.68806,2026-08-26,N,nominal,4.73,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.20124,111.07434,2026-08-26,N,nominal,19.53,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.35901,109.93512,2026-08-26,N,nominal,1.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.35304,109.95187,2026-08-26,N,nominal,9.8,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.34972,109.95137,2026-08-26,N,nominal,9.8,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.15987,111.11511,2026-08-26,N,nominal,12.11,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.25504,110.48942,2026-08-26,N,nominal,5.25,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.25511,110.42168,2026-08-26,N,nominal,10.09,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.20641,110.71865,2026-08-26,N,nominal,4.28,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.29953,110.39001,2026-08-26,N,nominal,33.4,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.32389,110.63294,2026-08-26,N,nominal,3.01,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.32336,110.63644,2026-08-26,N,nominal,4.46,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.16078,111.70324,2026-08-26,N,nominal,4.36,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.02187,112.95924,2026-08-26,N,nominal,6.33,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.02252,112.95502,2026-08-26,N,nominal,4.62,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.04132,112.8338,2026-08-26,N,nominal,4.23,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.04861,112.76291,2026-08-26,N,nominal,6.18,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.41881,110.34127,2026-08-26,N,nominal,2.95,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.4204,110.33087,2026-08-26,N,nominal,2.7,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.37324,110.61594,2026-08-26,N,nominal,38.59,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.2017,111.68299,2026-08-26,N,nominal,5.94,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.20228,111.67927,2026-08-26,N,nominal,5.94,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.19826,111.68247,2026-08-26,N,nominal,5.94,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.22177,111.50815,2026-08-26,N,nominal,4.99,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.42393,110.19669,2026-08-26,N,nominal,5.44,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.30985,110.88298,2026-08-26,N,nominal,17.76,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.34505,110.62892,2026-08-26,N,nominal,12.76,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.02802,112.69688,2026-08-26,N,nominal,71.5,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.18706,111.64622,2026-08-26,N,nominal,5.05,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.31856,110.75797,2026-08-26,N,nominal,1.98,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.03172,112.2126,2026-08-26,N,nominal,2.47,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.3807,110.65656,2026-08-26,N,nominal,2.82,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.24601,110.39181,2026-08-26,N,nominal,6.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.04049,112.19925,2026-08-26,N,nominal,23.33,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.29676,109.52886,2026-08-26,N,nominal,7.42,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.29729,109.52541,2026-08-26,N,nominal,7.42,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.84368,117.07097,2026-08-26,N,nominal,8.06,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-0.0569,110.98927,2026-08-26,N,nominal,2.82,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.09768,110.67649,2026-08-26,N,nominal,1.96,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.17432,110.17433,2026-08-26,N,nominal,4.72,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.10744,111.99939,2026-08-26,N,nominal,3.65,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.30061,109.52592,2026-08-26,N,nominal,11.05,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.09259,110.66492,2026-08-26,N,nominal,4.86,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.08923,110.66441,2026-08-26,N,nominal,5.5,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.08977,110.66089,2026-08-26,N,nominal,3.26,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.12792,112.06322,2026-08-26,N,nominal,4.56,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.05959,111.61602,2026-08-26,N,nominal,5.19,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.03815,111.45274,2026-08-26,N,nominal,4.45,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.04612,111.45905,2026-08-26,N,nominal,3.66,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.04443,111.44803,2026-08-26,N,nominal,18.84,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.09313,110.66139,2026-08-26,N,nominal,3.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.30008,109.52937,2026-08-26,N,nominal,11.05,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.29955,109.53282,2026-08-26,N,nominal,5.9,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.06787,111.10494,2026-08-26,N,nominal,7.81,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.80441,117.12852,2026-08-26,N,nominal,4.02,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
0.02734,112.06634,2026-08-26,N,nominal,6.04,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.02676,112.06253,2026-08-26,N,nominal,6.04,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.3667,109.49066,2026-08-26,N,nominal,4.86,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.36723,109.48721,2026-08-26,N,nominal,4.86,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.36881,109.47685,2026-08-26,N,nominal,3.65,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.23024,110.36098,2026-08-26,N,nominal,18.13,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.19261,110.56219,2026-08-26,N,nominal,2.77,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.33656,109.53205,2026-08-26,N,nominal,24.31,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.33709,109.52859,2026-08-26,N,nominal,7.53,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.33324,109.53155,2026-08-26,N,nominal,24.31,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.33376,109.52809,2026-08-26,N,nominal,7.53,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.33429,109.52464,2026-08-26,N,nominal,7.53,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.84539,117.07347,2026-08-26,N,nominal,10.43,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
0.8356,116.97987,2026-08-26,N,nominal,4.35,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-0.32273,109.53349,2026-08-26,N,nominal,2.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.31872,109.51524,2026-08-26,N,nominal,2.36,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.23948,110.41221,2026-08-26,N,nominal,26.04,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
0.82736,116.51571,2026-08-26,N,nominal,9.28,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-0.12989,112.28532,2026-08-26,N,nominal,2.97,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.23782,111.60867,2026-08-26,N,nominal,5.3,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.51717,110.80666,2026-08-26,N,nominal,5.48,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61554,110.1621,2026-08-26,N,nominal,20.07,D,viirs,West Kalimantan,Sedang,2026-08-26 06:18:00
-0.62504,110.09991,2026-08-26,N,nominal,4.38,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61222,110.16161,2026-08-26,N,nominal,8.35,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61274,110.15814,2026-08-26,N,nominal,4.93,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.33961,116.35172,2026-08-26,N,nominal,12.11,D,viirs,East Kalimantan,Rendah,2026-08-26 06:18:00
-0.34639,111.85771,2026-08-26,N,nominal,4.69,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.51448,110.82431,2026-08-26,N,nominal,2.17,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.34697,111.85394,2026-08-26,N,nominal,4.69,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61401,110.10532,2026-08-26,N,nominal,3.52,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.3412,111.8685,2026-08-26,N,nominal,7.6,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61015,110.10827,2026-08-26,N,nominal,3.52,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.33831,111.8642,2026-08-26,N,nominal,9.15,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.49984,110.80768,2026-08-26,N,nominal,19.54,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.3668,111.609,2026-08-26,N,nominal,4.82,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.36337,111.60849,2026-08-26,N,nominal,2.51,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.61348,110.10877,2026-08-26,N,nominal,3.52,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.50964,110.85605,2026-08-26,N,nominal,14.42,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
0.01312,114.29233,2026-08-26,N,nominal,17.28,D,viirs,Central Kalimantan,Rendah,2026-08-26 06:18:00
-0.6289,110.09697,2026-08-26,N,nominal,5.79,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.65837,110.21186,2026-08-26,N,nominal,13.9,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
-0.62583,110.40192,2026-08-26,N,nominal,4.88,D,viirs,West Kalimantan,Rendah,2026-08-26 06:18:00
